TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,OPP_FGM,OPP_FGA,OPP_FG_PCT,OPP_FG3M,OPP_FG3A,OPP_FG3_PCT,OPP_FTM,OPP_FTA,OPP_FT_PCT,OPP_OREB,OPP_DREB,OPP_REB,OPP_AST,OPP_TOV,OPP_STL,OPP_BLK,OPP_BLKA,OPP_PF,OPP_PFD,OPP_PTS,PLUS_MINUS,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OPP_FGM_RANK,OPP_FGA_RANK,OPP_FG_PCT_RANK,OPP_FG3M_RANK,OPP_FG3A_RANK,OPP_FG3_PCT_RANK,OPP_FTM_RANK,OPP_FTA_RANK,OPP_FT_PCT_RANK,OPP_OREB_RANK,OPP_DREB_RANK,OPP_REB_RANK,OPP_AST_RANK,OPP_TOV_RANK,OPP_STL_RANK,OPP_BLK_RANK,OPP_BLKA_RANK,OPP_PF_RANK,OPP_PFD_RANK,OPP_PTS_RANK,PLUS_MINUS_RANK
1610612737,Atlanta Hawks,82,36,46,0.439,33.5,30.9,62.3,0.496,9.6,25.0,0.385,12.0,15.2,0.794,7.4,23.2,30.6,19.5,9.8,5.3,3.9,3.1,13.5,13.0,83.5,1.4,1,21,21,21,2,30,29,28,29,29,27,28,28,23,28,29,29,29,2,30,29,8,29,3,29,21
1610612738,Boston Celtics,82,64,18,0.78,31.1,26.8,59.0,0.455,8.4,23.6,0.354,8.5,11.1,0.766,7.1,20.8,28.0,16.0,7.8,4.0,2.4,4.2,11.2,10.4,70.6,-7.0,1,1,1,1,5,26,27,2,26,26,5,12,14,2,27,27,27,25,11,17,10,2,23,13,26,1
1610612751,Brooklyn Nets,82,32,50,0.39,24.3,21.1,44.7,0.472,6.5,17.5,0.373,8.6,10.7,0.81,5.2,17.3,22.5,12.9,6.3,3.4,2.4,2.6,9.1,9.3,57.3,1.4,1,22,22,22,18,13,13,16,15,12,23,13,10,30,11,16,14,11,22,6,12,18,11,19,12,22
1610612766,Charlotte Hornets,82,21,61,0.256,15.5,14.0,28.2,0.497,4.5,11.6,0.388,5.4,6.8,0.797,3.4,11.3,14.7,9.4,4.4,2.3,1.5,1.5,5.6,5.9,38.0,3.7,1,27,27,27,29,2,2,29,2,2,29,2,2,26,2,2,2,2,29,2,1,28,2,29,2,26
1610612741,Chicago Bulls,82,39,43,0.476,29.9,25.1,53.4,0.471,8.9,24.3,0.367,10.3,13.2,0.779,6.3,20.6,26.9,17.0,8.7,4.1,3.0,2.9,11.4,11.4,69.5,0.7,1,20,20,20,6,23,24,14,27,28,19,23,23,11,20,26,26,27,6,21,20,10,25,8,24,20
1610612739,Cleveland Cavaliers,82,48,34,0.585,28.4,23.8,51.5,0.462,7.3,19.8,0.37,9.9,12.5,0.792,5.9,19.2,25.2,14.8,8.1,4.5,3.0,2.8,11.1,10.4,64.7,-2.0,1,11,11,11,9,19,20,5,22,20,22,20,19,22,19,20,20,19,8,25,21,12,20,14,20,6
1610612742,Dallas Mavericks,82,50,32,0.61,27.5,24.6,51.6,0.477,7.5,20.4,0.369,9.6,12.5,0.768,6.3,19.5,25.8,15.7,7.9,4.1,2.3,2.8,11.8,10.5,66.3,-1.6,1,6,6,6,11,22,22,20,24,24,21,18,20,4,21,22,22,23,9,20,9,13,26,12,21,10
1610612743,Denver Nuggets,82,57,25,0.695,26.8,22.5,49.2,0.457,6.3,17.6,0.355,9.9,12.8,0.772,6.4,17.6,23.9,14.1,6.9,3.9,2.8,3.3,9.9,10.6,61.1,-2.1,1,2,2,2,13,17,17,4,13,14,7,21,21,6,23,18,18,16,17,15,18,7,14,11,16,5
1610612765,Detroit Pistons,82,14,68,0.171,28.0,25.2,51.6,0.488,7.0,18.9,0.369,11.5,14.4,0.801,5.7,19.5,25.2,15.6,7.3,5.1,3.5,2.8,10.3,12.0,68.9,5.5,1,30,30,30,10,24,21,24,18,18,20,27,27,27,15,21,21,22,13,28,26,11,17,6,23,30
1610612744,Golden State Warriors,82,46,36,0.561,26.4,22.9,49.2,0.465,7.2,20.1,0.357,9.7,12.3,0.789,5.9,17.5,23.4,14.5,7.1,4.1,2.7,2.5,9.8,10.7,62.7,-1.9,1,16,16,16,14,18,18,9,20,21,11,19,18,19,18,17,16,18,15,22,16,19,13,10,18,7
1610612745,Houston Rockets,82,41,41,0.5,26.3,22.3,47.9,0.464,6.8,19.2,0.352,10.4,13.6,0.767,5.8,18.6,24.4,13.3,7.5,4.0,3.2,2.5,10.6,11.3,61.7,-0.7,1,19,19,19,15,15,16,7,16,19,2,24,25,3,16,19,19,14,12,16,23,20,18,9,17,17
1610612754,Indiana Pacers,82,47,35,0.573,29.2,27.0,54.6,0.495,6.5,17.8,0.363,12.5,15.9,0.788,6.8,19.6,26.4,14.9,8.4,4.0,3.3,3.6,11.1,13.1,73.0,-1.8,1,12,12,12,7,27,25,26,14,15,17,29,29,18,26,23,23,20,7,18,24,4,21,2,27,8
1610612746,LA Clippers,82,51,31,0.622,25.4,22.3,47.3,0.472,6.8,18.7,0.362,8.9,11.4,0.777,5.9,16.6,22.5,14.0,6.7,3.9,2.5,2.7,10.0,10.0,60.3,-0.8,1,5,5,5,17,16,15,15,17,17,15,15,15,9,17,12,13,15,18,13,13,17,16,17,15,15
1610612747,Los Angeles Lakers,82,47,35,0.573,20.0,18.4,38.7,0.475,5.8,15.5,0.376,5.9,7.5,0.795,4.5,13.8,18.3,11.7,5.5,3.4,1.9,2.3,8.2,6.5,48.6,-0.2,1,12,12,12,26,7,7,17,10,9,25,4,4,24,7,5,5,8,26,7,6,23,8,27,5,19
1610612763,Memphis Grizzlies,82,27,55,0.329,21.0,18.0,37.7,0.476,5.8,15.2,0.38,7.4,9.5,0.78,4.6,15.2,19.8,11.6,6.6,3.5,2.8,2.7,8.1,8.3,49.2,2.6,1,24,24,24,24,5,6,19,8,7,26,6,6,12,9,9,9,6,19,9,19,15,7,25,6,25
1610612748,Miami Heat,82,46,36,0.561,17.9,15.1,32.2,0.47,4.9,13.8,0.355,5.6,7.2,0.775,3.5,12.6,16.1,9.9,5.2,2.5,1.8,1.3,7.1,6.5,40.7,-0.3,1,16,16,16,28,3,3,13,4,4,6,3,3,8,3,3,3,3,28,3,3,30,3,28,3,18
1610612749,Milwaukee Bucks,82,49,33,0.598,22.2,19.8,42.2,0.47,5.8,16.3,0.356,7.9,9.8,0.802,4.8,15.5,20.3,12.2,5.6,3.3,1.9,2.3,8.8,8.8,53.3,-1.3,1,8,8,8,22,10,11,12,9,11,8,7,7,28,10,11,10,9,25,4,5,25,10,23,10,12
1610612750,Minnesota Timberwolves,82,56,26,0.683,26.2,21.1,46.9,0.449,6.2,17.5,0.352,9.4,12.0,0.782,5.6,17.1,22.7,13.2,7.8,4.1,2.4,3.4,10.8,10.2,57.7,-3.5,1,4,4,4,16,12,14,1,12,13,3,17,17,14,14,14,15,13,10,19,11,6,19,16,13,3
1610612740,New Orleans Pelicans,82,49,33,0.598,14.4,12.1,26.2,0.464,4.1,11.6,0.351,4.9,6.3,0.786,3.1,9.7,12.8,8.0,4.4,1.9,1.5,1.3,5.5,5.5,33.3,-1.3,1,8,8,8,30,1,1,6,1,1,1,1,1,16,1,1,1,1,30,1,2,29,1,30,1,13
1610612752,New York Knicks,82,50,32,0.61,31.4,26.2,55.9,0.469,8.1,22.4,0.361,9.9,13.0,0.763,6.7,19.9,26.6,16.6,8.7,4.3,3.4,2.7,12.5,11.6,70.4,-3.4,1,6,6,6,4,25,26,10,25,25,13,22,22,1,25,24,24,26,5,24,25,16,28,7,25,4
1610612760,Oklahoma City Thunder,82,57,25,0.695,36.4,30.6,67.3,0.455,10.1,28.0,0.36,13.6,17.3,0.787,9.0,24.7,33.7,20.4,12.0,5.3,3.9,5.0,14.4,14.3,84.9,-6.2,1,2,2,2,1,29,30,3,30,30,12,30,30,17,30,30,30,30,1,29,29,1,30,1,30,2
